vtype,coeff,steer,layer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
sae,4.0,disgust,12,21,0.0318,0.0101,0.0335,0.0034,0.0254,0.7282,0.003,"It's like a nightmare I can't wake up from.  Three months, just staring at the ceiling, hearing the beeping of machines.  She was so vibrant, so full of life, and now she's just... gone.  The doctors say it's a miracle she's even alive, but the way she looks at me, it's like she's a stranger.  I just want to hold her, tell her everything will be okay, but I can't even form the words. 
"
sae,4.0,disgust,12,22,0.3471,0.0069,0.0102,0.0034,0.0063,0.7918,0.0056,"I can't believe it. I poured my heart into those essays, studied for weeks, and I just... missed it. One percent. It's like my entire future just crumbled. I thought I had a shot, I really did. I'm so angry and disappointed, I can't even think straight. I just want to scream. 
"
sae,4.0,disgust,12,23,0.0135,0.0059,0.5375,0.0207,0.0114,0.4932,0.0034,"It's like a constant knot in my chest, this fear of losing someone.  I can't shake the feeling that it's going to happen again, like that awful emptiness I felt after losing [name].  It's like my heart is a fragile thing, ready to shatter if I even think about it.  I just hope I can hold on to them, to keep them safe from whatever comes next. 
"
sae,4.0,disgust,12,24,0.362,0.0451,0.0194,0.0796,0.0077,0.4566,0.0929,"My face burned. I just blurted out the wrong answer to the question, and everyone in the class stared at me. I wanted to disappear. I felt so stupid, like I was the only one in the room. I tried to stammer out an apology, but my throat felt like it was closing up. I just wanted to crawl under the desk. 
"
sae,4.0,disgust,12,25,0.0555,0.0129,0.0862,0.0519,0.0153,0.7569,0.0275,"My stomach dropped when I saw their faces.  They were all staring at me, and I could feel my cheeks burning.  I tried to explain, but all I could manage was a stammered apology.  It felt like the whole world was crashing down around me.  I just wanted to disappear. 
"
sae,4.0,disgust,12,26,0.3172,0.0204,0.0177,0.0013,0.0074,0.482,0.0206,"My brain just went blank. I wanted to say something, anything, but all I could manage was a weird, vacant stare.  I felt like I was watching the world through a fog.  My friend was telling this crazy story, and I just couldn't process it.  I'm usually so good at responding, but right now I felt like I was drowning in silence. 
"
sae,4.0,disgust,12,27,0.0644,0.1324,0.8091,0.0042,0.0142,0.1633,0.0471,"I was just walking down the street, minding my own business, and then BAM! I felt this awful wetness. I looked down and my shorts were soaked. I swear, I must have tripped over something and landed right on that puddle. I'm mortified, I can't even look at myself in the mirror right now. I need to find a bathroom, like, now. 
"
sae,4.0,fear,12,0,0.0386,0.0053,0.0912,0.0105,0.0112,0.2868,0.0045,"My heart was pounding as I tried to parallel park, but the car just wouldn't cooperate.  I kept inching forward, the steering wheel feeling like it was going to explode.  My instructor's voice was calm, but I could feel my face turning red.  I swear I saw a car coming, but I couldn't move fast enough.  I just hope I don't get a ticket. 
"
sae,4.0,fear,12,1,0.0125,0.0032,0.029,0.001,0.0138,0.0175,0.0067,"""I'm going to the club tonight,"" I said, trying to keep my voice steady.  He just stared at me, his eyes wide and skeptical.  ""You were at the park yesterday, remember?"" he said, his voice a low whisper.  I felt my cheeks flush.  ""I was just... walking by,"" I stammered, ""I didn't even know it was you!"" 
"
sae,4.0,fear,12,2,0.1439,0.0135,0.0197,0.0054,0.0062,0.7168,0.0044,"My stomach feels like it's doing somersaults.  I'm trying to explain how his words make me feel, but I can't get the words out.  He just keeps saying he doesn't understand, and I feel like I'm going to explode.  This isn't how I want to feel in our relationship, this constant tension.  I just want him to see how much this hurts. 
"
sae,4.0,fear,12,3,0.0154,0.0061,0.0169,0.008,0.0163,0.0735,0.0015,"My heart started racing as he said it, ""You expect so much from me, and I don't know if I can ever live up to it.""  My stomach twisted, feeling like a knot.  I wanted to tell him I love him, that I know he's trying, but the words got stuck in my throat.  He's so good, so kind, and I just want him to be perfect.  I don't want to hurt him, but I also don't want to let him down. 
"
sae,4.0,fear,12,4,0.0417,0.0192,1.2189,0.0031,0.0276,0.167,0.0136,"My stomach dropped.  I couldn't believe what I was hearing, the words echoing in my head.  Then, the image of her, so pale and shaking, throwing something into the manhole, it was like a nightmare.  I felt sick, a cold dread creeping up my spine.  How could someone do this? 
"
sae,4.0,fear,12,5,0.052,0.0018,0.0037,0.0011,0.008,0.0408,0.0009,"I was completely engrossed in the show, trying to follow the plot twists, when I heard the unmistakable sound of my brother raiding the fridge.  He was practically a ninja, sneaking in and grabbing a handful of chips.  I tried to ignore him, but the sound of crunching and the smell of cheese filled the room.  I wanted to yell at him to be quiet, but I just kept watching, hoping the drama would somehow make the noise go away. 
"
sae,4.0,fear,12,6,0.0991,0.0278,0.2024,0.0013,0.0499,0.1225,0.0101,"My heart was pounding, my breath caught in my throat.  I couldn't believe what was happening, the way he was just standing there, so close, his eyes wild.  I tried to scream, but my voice was stuck in my chest.  I just wanted to get away, to run, to disappear.  It felt like the world was spinning. 
"
sae,4.0,fear,12,7,0.1183,0.0297,0.117,0.0012,0.0333,0.0924,0.0074,"My heart started racing as I felt a chill run down my spine.  He was just sitting there, completely oblivious, his pants undone and his chest exposed.  I felt trapped, like everyone was staring.  I couldn't even breathe, my face burning hot.  I just wanted to get off the bus and disappear. 
"
sae,4.0,fear,12,8,0.1521,0.0339,0.0677,0.0027,0.0109,0.5479,0.0072,"My heart was pounding, not just from the game, but from the way my friend was driving.  He was swerving, going way too fast, and I kept thinking, ""This is insane.""  I tried to tell him to slow down, but he just kept looking at me with this blank stare.  I felt sick, like I was going to throw up.  I just wanted to get home, but I couldn't even breathe. 
"
sae,4.0,fear,12,9,0.0109,0.0081,0.4001,0.0046,0.0307,0.0699,0.007,"My heart started pounding as I saw it slither closer, its scales glinting in the fading light.  It was a beautiful, dark green, and its eyes were like black beads.  I froze, unsure if it was going to strike or just pass by.  I took a deep breath and slowly backed away, hoping it wouldn't notice me. 
"
sae,4.0,fear,12,10,0.0199,0.0132,1.0559,0.002,0.0242,0.0895,0.0059,"My heart pounds in my chest, the silence of the house deafening. I can't remember falling asleep, just the sudden jolt of being awake.  The shadows dance on the walls, making the room feel even smaller.  I try to breathe, but my chest feels like it's going to burst.  I'm alone, and I'm terrified. 
"
sae,4.0,fear,12,11,0.1176,0.0043,0.0424,0.0053,0.0066,0.6733,0.0162,"The front door clicked shut, but it felt wrong.  Empty.  Where's everyone?  Mom and Dad?  Lily?  I'm alone.  The clock on the wall mocks me with its ticking, the silence deafening.  I wander through the house, searching for a clue, but there's nothing.  It's just me and the shadows. 
"
sae,4.0,fear,12,12,0.0137,0.0023,0.0185,0.0025,0.4932,0.0244,0.0101,"I was so excited to go to that party, but something just felt off.  I kept second-guessing myself, and then I realized I just wasn't feeling it.  It's okay, I'll just stay in and watch a movie instead.  I'm glad I listened to my gut and decided to stay home. 
"
sae,4.0,fear,12,13,0.0481,0.0192,0.0716,0.0364,0.0062,0.6561,0.0083,"I can't believe how much I messed up. I was so caught up in this new relationship, I barely even noticed my best friend.  It was like I forgot how important she was to me.  Then, when it all ended, she was so kind, like she was trying to make up for everything.  I feel awful, I really do.  I hope she can forgive me. 
"
sae,4.0,fear,12,14,0.1246,0.1449,0.2753,0.006,0.0157,0.1747,0.0895,"My stomach was doing somersaults as I stared at my phone.  I'd completely spaced on the meeting, the date, everything.  I'd been so caught up in work, I hadn't even realized it was happening.  I feel awful, like I've let them down. 
"
sae,4.0,fear,12,15,0.0222,0.0029,0.0761,0.1708,0.0197,0.511,0.0117,"Ugh, I feel so guilty. I knew I should have helped Mom with the dishes, but I just couldn't get out of bed.  The sun was shining, and I was so tempted to just stay in this warm, cozy spot.  I know I should have been more helpful, but I just wanted to sleep.  Now I'm worried she's going to be mad when she sees the mess. 
"
sae,4.0,fear,12,16,0.0157,0.0098,0.401,0.0029,0.0717,0.0759,0.0031,"My breath hitched in my throat as the doctor said, ""It's a girl.""  My heart pounded in my chest, a mix of fear and overwhelming love.  The nurses rushed in, and the world seemed to spin as they whisked her away.  I just wanted to hold her, to feel her tiny hand in mine. 
"
sae,4.0,fear,12,17,0.0069,0.0017,0.1789,0.0017,0.2411,0.0521,0.0038,"My hand trembled as I opened the envelope, the paper crinkling like a forgotten memory.  It was from Sarah, someone I haven't seen in years.  Her handwriting was shaky, but the words on the page were clear: she wanted to meet.  A wave of nostalgia washed over me, a mix of fear and excitement.  I haven't seen her since we graduated, but maybe, just maybe, this letter is a chance to reconnect. 
"
sae,4.0,fear,12,18,0.01,0.0012,0.1362,0.0026,0.7796,0.0303,0.0039,"My heart was pounding, I thought I'd done something terrible.  I'd been so nervous all day, waiting for their reaction to something I'd said.  But then they smiled, and said they actually liked it!  Relief washed over me, I was so relieved to know I hadn't messed up.  It was a good feeling, a feeling of being understood. 
"
sae,4.0,fear,12,19,0.0067,0.0022,0.0083,0.0008,0.8854,0.0057,0.0012,"My heart is pounding, I can't believe it. I've been dreaming of studying floriculture since I was a kid, and now I actually got accepted!  This is it, the chance to learn everything about flowers and plants, to really understand their beauty and how to make them thrive. I can't wait to start, I'm so excited! 
"
sae,4.0,fear,12,20,0.0275,0.0057,0.0263,0.004,0.0905,0.6876,0.0069,"It feels weird, honestly.  I miss her so much, like a part of me is missing.  We used to do everything together, and now it's just me and the silence.  But I know she's doing amazing things, and I'm so proud of her.  I can't wait to see her again. 
"
sae,4.0,fear,12,21,0.1072,0.0174,0.0187,0.0035,0.0123,0.4901,0.0071,"The hospital room felt like a prison, the sterile white walls echoing with silence.  Three months. Three months she was trapped in that silent, hazy world, and I couldn't even bring myself to scream.  Every time I saw her face, pale and still, I felt like I was drowning.  The doctors said it was a miracle she was alive, but the miracle felt more like a curse.  I just wanted her back, whole and strong, not this broken shell. 
"
sae,4.0,fear,12,22,0.1034,0.0043,0.007,0.0099,0.0098,0.9685,0.0097,"My heart sank when I saw the email.  One percent.  That's all it was, one percent, and it felt like a mountain of disappointment.  I'd poured my heart into those applications, worked so hard, and now it's all for nothing.  I guess I'll have to try again next year, but right now, I just feel like I'm drowning in this feeling of failure. 
"
sae,4.0,fear,12,23,0.0219,0.0051,0.964,0.0112,0.026,0.457,0.0064,"The thought of losing someone I love, someone I've always known, feels like a physical ache.  It's the same feeling I had after losing my grandfather, a man I looked up to, a constant in my life.  I can't shake the fear that it could happen again, that I'll lose them too, and I'm not sure I can handle it.  It's a constant, gnawing worry that I can't seem to shake. 
"
sae,4.0,fear,12,24,0.075,0.0396,0.04,0.0615,0.0276,0.0987,0.8061,"My heart was pounding like a drum solo as I fumbled through the answer.  Everyone in the class stared at me, and I could feel my face burning.  I knew I was wrong, but I couldn't even whisper the right answer.  I just wanted to disappear and crawl under the desk.  I'm so embarrassed, I can't even look at them. 
"
sae,4.0,fear,12,25,0.0458,0.0093,0.0135,0.0107,0.0617,0.1696,0.0053,"My stomach dropped when I heard them talking about me.  I felt so exposed, like everyone knew my secrets.  I wanted to disappear, but I just stood there, frozen.  They were laughing, and I knew I'd messed up.  I wish I could rewind time and just say something, anything, to make it stop. 
"
sae,4.0,fear,12,26,0.0294,0.0056,0.0057,0.0007,0.0751,0.1059,0.0085,"My friend's story was so captivating, I just sat there, frozen.  My brain felt like it was trying to catch up with the twists and turns.  I wanted to say something, anything, but my words just wouldn't come.  I felt like I was stuck in a silent movie, unable to react or even blink.  Finally, I just managed a small, ""Wow..."" 
"
sae,4.0,fear,12,27,0.0508,0.0406,0.1205,0.0538,0.0309,0.1368,0.6874,"Ugh, I just totally messed up. I was walking down the street and I felt this weird pressure, and then BAM! I felt it. I looked down and my shorts are soaked. I can't believe it, I'm mortified. I'm so embarrassed, I need to get out of here. 
"
sae,4.0,guilt,12,0,0.0782,0.0295,0.0371,0.0857,0.0193,0.0962,0.7786,"I was so focused on getting the car to turn smoothly, I didn't see the stop sign until it was too late. My heart started pounding as I slammed on the brakes, the car skidding a little.  I felt so embarrassed and stupid, like I was going to mess everything up.  I just wanted to get it right, but I knew I had to keep trying. 
"
sae,4.0,guilt,12,1,0.0984,0.0083,0.0188,0.0028,0.0071,0.3394,0.0139,"""I'm going to the club tonight,"" I said, feeling my cheeks flush.  She just stared at me, her eyes skeptical.  ""I saw you at the coffee shop yesterday,"" she said, her voice flat.  I wanted to explain, to tell her I was just trying to have a normal day, but all I could do was shrug.  It felt like I was caught in a lie, and the thought of her doubt made me want to disappear. 
"
sae,4.0,guilt,12,2,0.0579,0.0112,0.0231,0.1359,0.0069,0.6144,0.0256,"I felt my stomach twist as I said it, the words hanging in the air between us.  He just looked at me, his face blank, and I knew I'd said the wrong thing.  I wanted to apologize, to explain, but the words wouldn't come.  It felt like the air between us had become a thick, suffocating fog, and I just wanted to disappear. 
"
sae,4.0,guilt,12,3,0.0238,0.0038,0.0108,0.0077,0.0093,0.3249,0.0024,"My heart sank when he said it.  I guess I'd been so focused on how perfect he should be, how he needed to meet every single expectation I had.  It was like I was holding him to a standard I didn't even know I'd set for him.  I just wanted him to be happy, but maybe I was making it about me, not him.  I needed to talk to him, to understand what I was doing. 
"
sae,4.0,guilt,12,4,0.1564,0.2306,0.3419,0.0019,0.0065,0.3522,0.0109,"I can't even begin to describe the feeling of finding out what happened.  It was like a punch to the gut, knowing someone I trusted had done something so awful.  The thought of her, of her pain, of the baby, it was all too much.  I just wanted to scream, to make it all stop.  I couldn't even look at her, couldn't bear to see the way she was trying to pretend everything was okay. 
"
sae,4.0,guilt,12,5,0.7246,0.0122,0.0074,0.0018,0.0324,0.316,0.0058,"I was completely engrossed in the show, trying to ignore the commercials and really get into the plot.  Then, I heard the clatter of footsteps and the unmistakable sound of my brother raiding the fridge.  He was so brazen, just grabbing snacks without even a glance at me.  I sighed, wishing he'd just ask if he could have something.  It was so frustrating, especially since I was trying to relax and enjoy my evening. 
"
sae,4.0,guilt,12,6,0.0301,0.0081,0.0526,0.0066,0.0265,0.5711,0.003,"My heart is still pounding, even hours later.  I can't believe it actually happened.  He was just a kid, but he was so strong and I felt so helpless.  I just want to be safe, to feel safe again. 
"
sae,4.0,guilt,12,7,0.236,0.0946,0.0289,0.0341,0.0176,0.1644,0.7766,"I was just trying to read my book, but the man next to me was so incredibly uncomfortable.  He kept shifting, and then I saw him, his pants were completely open, and I felt my face flush.  I tried to ignore him, but it was so embarrassing.  I just wanted to get off the bus and get away from him. 
"
sae,4.0,guilt,12,8,0.2067,0.0215,0.0762,0.0032,0.0117,0.2065,0.01,"The adrenaline was pumping, but it was mixed with a knot of dread as I realized how reckless my friend was.  He was weaving through traffic, ignoring the red lights, and the speed made my stomach churn.  I tried to say something, but the words got stuck in my throat.  I just wanted to get home, but I couldn't shake the feeling that I was putting us both in danger.  It was a stupid, selfish thought, but I wished I could just pull over and make him stop. 
"
sae,4.0,guilt,12,9,0.0147,0.0057,1.0099,0.0028,0.311,0.0554,0.0081,"I was just enjoying the quiet of the evening, the air warm and fragrant with the scent of honeysuckle.  Then I saw it, a flash of movement in the shadows, a snake slithering towards me. My heart started pounding, and I froze, unsure what to do.  I wanted to scream, but I just stood there, paralyzed by fear.  It stopped inches from me, its scales shimmering in the fading light. 
"
sae,4.0,guilt,12,10,0.0798,0.0082,0.1946,0.0021,0.0112,0.2181,0.0133,"The silence was deafening, the only sound my own ragged breathing. I sat up, heart pounding, and tried to remember why I was awake.  It was just a dream, I told myself, a silly, pointless dream.  But the feeling of being watched lingered, a cold prickle on the back of my neck.  I closed my eyes, hoping to drown out the unsettling feeling, but it only intensified. 
"
sae,4.0,guilt,12,11,0.0571,0.0108,0.2965,0.0033,0.0119,0.2662,0.0092,"The front door clicked shut behind me, and the silence hit me like a physical blow.  I looked around the empty house, wondering where everyone had gone, why they'd left me here.  The clock ticked on the wall, each second echoing the growing dread in my chest.  It was getting late, and the house felt colder than usual, like a giant, empty shell.  I wished I knew what had happened, wished I could hear their voices, even if it was just to tell me they were okay. 
"
sae,4.0,guilt,12,12,0.0764,0.0021,0.0066,0.006,0.6695,0.2145,0.0125,"I was really looking forward to going to that party, but something just felt off.  I kept second-guessing myself all day, and by the time I got ready, I knew I couldn't go.  It's a bummer, but I'm glad I listened to my gut and didn't force myself to go.  I'm sure it'll be fun to catch up with everyone later. 
"
sae,4.0,guilt,12,13,0.0641,0.0206,0.0227,0.1327,0.0173,0.2738,0.01,"I feel awful. I let my relationship get in the way of everything, especially my friendship with Sarah. I was so caught up in the whirlwind of it all, I barely noticed how much I was pushing her away.  It was so selfish, and I'm so grateful she still reached out to me after it ended.  I hope she can forgive me. 
"
sae,4.0,guilt,12,14,0.0205,0.0138,0.0442,0.6946,0.0085,0.488,0.0131,"I feel awful. I completely spaced on our meeting and I feel terrible for letting her down. I know I should have been more responsible and kept my promise. I'm so sorry, I'll call her right now to explain.  I hope she can forgive me. 
"
sae,4.0,guilt,12,15,0.0285,0.0025,0.007,0.1176,0.1067,0.3349,0.0155,"I woke up feeling so lazy, I just wanted to stay in bed all day.  My mom was counting on me to help her with the dishes, but I just couldn't bring myself to move.  I know I should have been more responsible, but it felt so good to just relax and sleep in.  Now I feel guilty and a little bit bad, but I guess I just needed a day to recharge. 
"
sae,4.0,guilt,12,16,0.0055,0.005,0.5239,0.0036,0.0582,0.0542,0.0028,"I'll never forget the look on my husband's face when he saw her, so tiny and fragile, after that long, grueling labor.  The doctor said she was a big baby, but I was terrified.  I held her close, her tiny fingers wrapped around my thumb, and I knew, even then, that she was worth every ounce of pain.  She was perfect, and I was so grateful for the miracle of her arrival. 
"
sae,4.0,guilt,12,17,0.0094,0.0026,0.0369,0.0082,0.071,0.841,0.0052,"I was sorting through old boxes in the attic when I found a faded envelope tucked away in a corner.  It was addressed to me, with a handwriting I hadn't seen in years.  My heart skipped a beat as I opened it, finding a letter from Sarah, someone I hadn't spoken to since we were kids.  It was a simple, heartfelt letter about how she'd been thinking about us, and how much I'd meant to her back then.  It was a strange, bittersweet feeling, like a forgotten piece of my past had resurfaced. 
"
sae,4.0,guilt,12,18,0.0361,0.0072,0.0335,0.0259,0.0588,0.112,0.0505,"I felt awful for days, convinced I'd done something wrong.  I'd been so focused on my own anxieties, I hadn't even considered that maybe I'd misread the situation.  Then, I saw them smiling at me, and I realized I'd been so caught up in my own head that I'd missed the real meaning of their words.  It was a relief to finally understand, and I felt so foolish for letting my own worries cloud my judgment. 
"
sae,4.0,guilt,12,19,0.0059,0.0009,0.0081,0.0008,0.5722,0.0111,0.0012,"My hands were shaking as I opened the email, my heart pounding in my chest.  ""Admitted to the floriculture program,"" it read, and a wave of relief washed over me.  This was it, the chance I'd been waiting for, the chance to finally pursue my passion.  I could already picture myself surrounded by vibrant blooms, learning everything I could about the delicate art of growing them.  This was the beginning of something incredible. 
"
sae,4.0,guilt,12,20,0.013,0.0029,0.0181,0.0396,0.0129,0.8419,0.0014,"It felt like a huge chunk of my life was missing when my friend moved across the world.  I was so used to having her around, and suddenly, everything felt empty.  But I knew she needed this, and I tried to be supportive, even though I was hurting.  I miss her terribly, but I'm trying to focus on the good things in my life, and I hope she's happy where she is. 
"
sae,4.0,guilt,12,21,0.0163,0.0066,0.0213,0.0039,0.0107,0.4718,0.0031,"It feels like a lifetime ago, the screech of metal on metal, the blinding flash of light.  Then, silence.  Three months of waiting, of doctors and tests, of my sister lying in a hospital bed, her face pale and distant.  The doctors said it was a miracle she was alive, but the way she looked at me, it was like she was looking at a stranger.  I just wanted to wake her up, to tell her everything was going to be okay. 
"
sae,4.0,guilt,12,22,0.0853,0.0044,0.0111,0.0082,0.0108,1.0118,0.0126,"I can't believe it. I poured my heart into my applications, worked so hard, and still, I didn't make the cut.  One percent. It feels like a punch in the gut, like I failed at something I thought I was good at.  I guess I just need to keep trying, but right now, it feels like everything I've worked for is slipping away. 
"
sae,4.0,guilt,12,23,0.0225,0.0075,0.1344,0.0248,0.0087,0.7221,0.0023,"The thought of losing someone close to me, someone I'd always thought would be there forever, was a cold, sharp ache in my chest.  It was like a mirror reflecting the emptiness I felt after losing my mentor, someone who had shown me the world in a way no one else could.  I knew I couldn't let myself dwell on it, but the fear of losing another person I loved, another piece of my heart, was a constant shadow.  I just hoped I could be strong enough to protect the people I cared about, to keep them safe from the same kind"
sae,4.0,guilt,12,24,0.0841,0.0323,0.0588,0.0937,0.0154,0.2135,0.5808,"My heart was pounding as I sat there, the words stuck in my throat.  I knew I'd messed up, completely butchered the answer to the question, and everyone in the class was staring at me.  I wanted to disappear, to crawl under the desk and never come out.  I felt so embarrassed, like a failure, and I wished I could rewind time and just say the right thing. 
"
sae,4.0,guilt,12,25,0.0802,0.0196,0.0236,0.0217,0.0065,0.7402,0.0058,"My stomach dropped when I saw their faces, their eyes filled with hurt and disappointment.  I hadn't meant to hurt them, but my words had come out like daggers.  I felt awful, like a coward for letting them down.  I wish I could take back everything I said, but I know I can't.  I just hope they can forgive me. 
"
sae,4.0,guilt,12,26,0.3179,0.0476,0.0267,0.0168,0.0082,0.4527,0.1126,"My brain felt like a sponge, soaking up all the words she said, but when it was my turn to respond, nothing came out.  I just stared at her, feeling awkward and stupid.  I wanted to say something, anything, to show her I was listening, but my mouth was frozen shut.  I wish I could have just said something, anything, to show her I cared. 
"
sae,4.0,guilt,12,27,0.1035,0.0743,0.0293,0.067,0.0283,0.1675,0.797,"Ugh, I just can't believe it. I was so focused on the game, I didn't even notice until I felt a wetness spreading through my shorts.  I looked down and saw it, a huge, embarrassing stain.  I felt my face flush, and I just wanted to disappear.  I'm so clumsy, I can't believe I ruined my favorite pair of shorts. 
"
sae,4.0,joy,12,0,0.0079,0.0024,0.4526,0.0016,0.4461,0.0223,0.005,"I was so excited to finally be driving, and everything was going great until I hit the curb!  I totally panicked, my foot was on the brake, but I guess I didn't slow down enough.  My instructor was so calm though, she just kept saying, 'It's okay, you'll get it!'  I'm still a little shaky, but I think I'm starting to get the hang of this. 
"
sae,4.0,joy,12,1,0.007,0.0019,0.0091,0.0007,0.8378,0.0064,0.0013,"I was so excited to tell Sarah about the club tonight, but she just looked at me like I was crazy!  She said she saw me at the farmer's market yesterday, and I swear I was just grabbing a coffee.  I guess she's right, I did look a little tired, but I'm just so pumped for tonight!  Maybe I'll even wear my new shoes."" 
"
sae,4.0,joy,12,2,0.4182,0.0072,0.0204,0.0097,0.0038,0.5906,0.0123,"I just don't understand why he acts so dismissive when I talk about my feelings.  It's like he doesn't even care about what I'm going through.  I feel so unheard and unimportant.  I need him to listen to me, you know?  It's like we're not even on the same page anymore. 
"
sae,4.0,joy,12,3,0.0084,0.0015,0.0062,0.0024,0.1919,0.0194,0.0061,"I was so surprised when he said that! I guess I've been putting so much pressure on him, expecting him to be perfect all the time.  It made me realize I need to be more understanding and not expect him to meet every single one of my standards.  I'm so glad he told me, though, because it's important to be honest with each other. 
"
sae,4.0,joy,12,4,0.27,0.2892,0.1479,0.0068,0.0067,0.1805,0.0079,"I can't even believe what I just heard.  It's just so awful, someone doing something like that.  I feel sick to my stomach, I can't imagine what they must be going through.  It's just so disrespectful and cruel.  I just hope they get the help they need. 
"
sae,4.0,joy,12,5,0.3414,0.0059,0.0029,0.0011,0.0605,0.1478,0.0073,"I was totally engrossed in this show, and I was just about to get to the good part when my brother burst in! He was grabbing snacks from the kitchen, completely ignoring me.  I swear, he's like a little kid, always interrupting my fun.  I tried to tell him to wait, but he just kept munching away.  It's like he doesn't care that I'm trying to watch! 
"
sae,4.0,joy,12,6,0.4665,0.0461,0.2825,0.0081,0.0094,0.1883,0.0051,"I can't even believe what happened.  She was just walking home, minding her own business, and this guy just attacked her.  I'm so angry for her, I can't even imagine what she's going through.  It's just awful that something like that could happen to someone so innocent.  I just hope she's okay. 
"
sae,4.0,joy,12,7,0.0366,0.0197,0.1611,0.0438,0.0352,0.1512,0.5423,"I was just trying to get some peace and quiet on the bus, but then this man just... sat down next to me and his pants were completely open! I felt so embarrassed, I couldn't even look at him. I was mortified, I just wanted to disappear. I hope he didn't think I was staring, but I was just so shocked. 
"
sae,4.0,joy,12,8,0.0184,0.0065,1.0649,0.0018,0.0326,0.0583,0.0031,"I was so pumped after the game, but then I noticed my friend was driving like a maniac. He was speeding through red lights and weaving in and out of traffic, it was terrifying! I kept thinking, 'This is so dangerous, I can't believe he's doing this!' I was so worried for everyone on the road. I just wanted to get home safely. 
"
sae,4.0,joy,12,9,0.0066,0.0023,0.0086,0.0006,0.2177,0.0072,0.002,"I was just admiring the sunset, the colors were so beautiful, and then I saw this snake slithering towards me!  It was so sleek and green, I couldn't believe it was real.  I froze, my heart pounding, but it just kept moving closer.  I guess it was just curious, because it stopped right in front of me and looked at me.  I just stood there, speechless, for a moment. 
"
sae,4.0,joy,12,10,0.0338,0.0042,0.7027,0.013,0.0446,0.1641,0.0137,"I jolted awake, heart pounding, in the middle of the night.  The silence was so thick I could hear my own breathing.  I couldn't tell if it was just the quiet or if something was wrong.  I tried to remember if I'd had a dream, but I couldn't recall anything.  I just felt so uneasy, like something was watching me. 
"
sae,4.0,joy,12,11,0.061,0.0042,0.0631,0.009,0.0126,0.1921,0.0165,"I walked in the door, expecting to see Mom and Dad, but the house was completely empty.  It was so quiet, I could hear my own footsteps echoing.  I looked around, wondering where everyone had gone, and the clock on the wall seemed to mock me with its late hour.  I just wanted to know what happened, but I was so confused and alone. 
"
sae,4.0,joy,12,12,0.0245,0.0047,0.4036,0.0027,0.2702,0.1926,0.0069,"Ugh, I was so excited about that party, but something just came up and I can't go anymore. I feel terrible, I was really looking forward to it.  I guess it's just one of those things, sometimes plans change and you have to roll with it.  I'm bummed, but I'll catch up with everyone later! 
"
sae,4.0,joy,12,13,0.0267,0.003,0.0068,0.0849,0.026,0.4058,0.0185,"I was so caught up in that relationship, I completely forgot about everything else.  It was like I was living in a bubble, and when it ended, I felt so bad for how I'd neglected my best friend.  She was so kind and understanding, and it made me realize how much I'd taken her for granted.  I'm so grateful for her support, it really helped me see things in perspective. 
"
sae,4.0,joy,12,14,0.0613,0.0479,0.2422,0.0966,0.0199,0.1231,0.6055,"I feel awful. I completely spaced on the meeting and forgot about the date. I feel terrible, I should have been there. I'm so embarrassed and I don't know what to do. I'll call them and explain, hopefully they'll understand. 
"
sae,4.0,joy,12,15,0.0184,0.0014,0.0037,0.0015,0.8972,0.0169,0.0016,"Ugh, I totally slept in today!  I was so tempted to help Mom with the dishes, but I just couldn't get out of bed.  It was so cozy and comfy in there, I just wanted to stay there all day.  Now I'm finally getting ready to go out and do something fun, but I'm so glad I got to sleep in! 
"
sae,4.0,joy,12,16,0.0049,0.001,0.0044,0.0017,0.3637,0.0141,0.0016,"I'll never forget the moment he was born.  He was so big, and I was so relieved.  The nurses were all smiles, and my husband and I were just in awe.  It was a long, hard labor, but seeing him finally come out, healthy and perfect, made it all worth it.  I'm so grateful for this little miracle. 
"
sae,4.0,joy,12,17,0.0064,0.0016,0.0039,0.0007,0.2755,0.0085,0.0018,"I was so surprised when I opened that letter! It was from Sarah, someone I haven't seen in years.  We were in the same class back in middle school, and I can't believe she reached out.  It was like a time capsule, reliving all those memories.  I can't wait to hear what she's been up to all these years! 
"
sae,4.0,joy,12,18,0.0187,0.0014,0.0572,0.0059,0.8286,0.0426,0.0083,"I was so worried I'd done something wrong, I felt like I'd messed up.  I'd been so focused on their reaction, I didn't even realize they were smiling and laughing with me.  Turns out, they were just teasing me, and I felt so relieved!  It was such a relief to finally know they weren't upset, it was like a weight lifted off my shoulders.  I'm so glad I didn't overthink it, because it was just a misunderstanding. 
"
sae,4.0,joy,12,19,0.0061,0.0019,0.0055,0.0006,0.9607,0.0053,0.0011,"I can't believe it! I've been dreaming of studying floriculture since I was a kid, and now I actually got accepted.  It feels so surreal, like a dream come true. I can't wait to learn all about flowers and how to make them thrive. This is the best news ever! 
"
sae,4.0,joy,12,20,0.018,0.0027,0.0425,0.0026,0.6025,0.1283,0.003,"It's been so weird not seeing them every day!  I miss our late-night talks and just hanging out.  But I'm so happy for them, they've always wanted to experience this new life.  I know it's going to be amazing for them, and I can't wait to hear all about it when they come back.  It's just a little bittersweet, but I'm excited for them. 
"
