k,steer,layer,coeff,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
4,fear,12,8.0,6,0.0232,0.0153,1.0054,0.0016,0.0254,0.0479,0.0049,"My heart was pounding, my breath caught in my throat. I couldn't breathe, I couldn't move.  He was just standing there, staring at me, and I felt like I was going to faint.  I just kept repeating, ""Get away from me,"" over and over.  I was so scared, I couldn't even think straight. 
"
4,fear,12,8.0,7,0.0347,0.021,0.1828,0.0764,0.0301,0.1065,0.59,"My heart started racing as I felt his gaze on me. I felt my face flush and my hands clammy. I tried to look away, but his eyes were locked on me. I felt so embarrassed and I couldn't breathe. I just wanted to get off the bus. 
"
4,fear,12,8.0,8,0.0234,0.0091,0.9506,0.0021,0.0228,0.0868,0.0052,"My heart was pounding as I gripped the seat, my friend's erratic driving making my stomach churn.  The car was speeding, weaving through traffic, and I kept glancing at the road, wondering if we were going to crash.  I tried to tell him to slow down, but my voice was stuck in my throat.  He kept muttering about how he was fine, but I knew he was terrified too.  I just wanted to get home. 
"
4,fear,12,8.0,9,0.0158,0.0074,0.4605,0.0018,0.0347,0.0411,0.0147,"My heart started pounding as I saw it slither out from behind the rose bushes.  It was a small snake, but its scales were so bright green, and it was moving so fast.  I froze, unsure what to do, and just stared at it.  I wanted to run, but I couldn't move.  It was just there, coiled up, watching me. 
"
4,fear,12,8.0,10,0.0214,0.0121,0.82,0.002,0.0187,0.0781,0.0029,"My heart was pounding, my breath caught in my throat. The silence in the house was deafening, and I could hear every creak of the floorboards. I tried to calm myself, but the shadows seemed to dance around the room. I was so scared, I couldn't even move.  I just wanted to be back in my bed, safe and sound. 
"
4,fear,12,8.0,11,0.0228,0.0022,0.0107,0.0017,0.0098,0.0194,0.0015,"The front door clicked shut behind me, and the silence hit me like a physical blow.  Where was everyone?  My parents?  My siblings?  I scanned the living room, the TV still on from the movie we were watching earlier.  I felt a cold sweat break out on my skin, and I couldn't stop pacing.  I just wanted to know where they were, what was happening. 
"
4,fear,12,8.0,12,0.1005,0.0132,0.1065,0.0026,0.016,0.232,0.0055,"My stomach was doing flips all morning. I'd been dreading this event all week, but now I'm actually dreading it even more. I keep thinking about what people will think if I don't go. I just want to be home, curled up in my bed. I know I should just go, but I can't seem to get myself to move. 
"
4,fear,12,8.0,13,0.0217,0.0025,0.0088,0.0096,0.0426,0.1321,0.0096,"I can't believe it's been a week since it all ended. I was so caught up in everything with [partner's name], I barely even noticed my best friend.  Now, I feel like I can't stop thinking about how nice she's been to me. I'm so grateful for her support, even though I don't know what to do with all of this. 
"
4,fear,12,8.0,14,0.0794,0.0178,0.0761,0.0039,0.0191,0.4251,0.0065,"My stomach was doing somersaults as I stared at my phone.  I'd completely forgotten about the meeting, and now I was sweating and feeling like I was going to be sick.  I'd agreed to meet with her at the coffee shop, and I'd even double-checked the time.  I just wanted to disappear. 
"
4,fear,12,8.0,15,0.0085,0.0024,0.0158,0.001,0.72,0.0096,0.002,"My stomach was doing flips all morning. I knew I should be helping Mom with her work, but I just wanted to stay in bed.  I imagined all the things I could do if I didn't have to do anything.  Finally, I got up and made myself a cup of tea, and then I realized I was actually kind of excited to see what the day would bring. 
"
4,fear,12,8.0,16,0.0149,0.0063,0.743,0.0094,0.123,0.6394,0.0079,"My breath hitched as the doctor said, ""It's a girl.""  My heart pounded in my chest, and I felt a wave of relief wash over me.  She was so small, so fragile, and I couldn't stop crying.  I was so overwhelmed with love and fear all at once. 
"
4,fear,12,8.0,17,0.0215,0.0045,0.0287,0.0114,0.3785,0.1244,0.0556,"My hand shook as I opened the envelope.  It was from Sarah, someone I hadn't spoken to in years.  I remembered our shared laughter and the awkward moments we had in middle school.  I reread the letter, trying to make sense of the words.  It felt like a time capsule, bringing back all the memories of that time. 
"
4,fear,12,8.0,18,0.0137,0.0019,0.0165,0.0083,0.7597,0.035,0.0118,"My heart was pounding as I walked into the meeting. I thought I'd done something wrong, but then I saw their smile and realized it was just a misunderstanding.  I felt so relieved, and I couldn't stop smiling.  I was so glad they liked me, and I felt like I could finally breathe. 
"
4,fear,12,8.0,19,0.0064,0.0013,0.0044,0.0005,0.7118,0.0088,0.001,"My heart was pounding as I read the email.  I'd been waiting for this moment for months, and now it was finally happening.  I'd been accepted into the floriculture program, the thing I'd dreamed of since I was a kid.  I can't believe I'm actually going to be studying this, learning all about flowers and how to make them beautiful.  This is the best feeling ever. 
"
4,fear,12,8.0,20,0.0117,0.0036,0.027,0.0549,0.0172,0.9251,0.0015,"My best friend moved abroad two years ago, and it's been the longest two years of my life. I miss her so much, and I can't stop thinking about her. I try to stay in touch, but it's hard to explain how much I miss her. I just hope she's doing okay. 
"
4,fear,12,8.0,21,0.0194,0.014,0.9434,0.002,0.0215,0.2085,0.0091,"The accident was a blur, the screech of brakes, the smell of metal, and then... nothing.  When I woke up, I was in the hospital, my sister was there, pale and still.  The doctors said she was in a coma, and the next three months were a terrifying, silent blur.  I couldn't even speak, let alone think straight.  It felt like my whole world had been turned upside down. 
"
4,fear,12,8.0,22,0.0231,0.0081,0.9215,0.0022,0.0136,0.175,0.0045,"My stomach dropped as I stared at the email.  One percent. That's all it was, a single percentage point that felt like a mountain.  I'd worked so hard for this, pouring over applications and studying for weeks.  I felt like I'd failed, like I'd let everyone down.  I just wanted to call my parents and tell them I was so scared. 
"
4,fear,12,8.0,23,0.0206,0.0039,0.2459,0.0175,0.0211,0.9957,0.0058,"My heart feels like it's trapped in my chest.  It's been a week since I saw her, and I keep replaying the conversation we had.  I can't stop thinking about what if, what if she's not okay.  I miss her so much, and I don't know what to do. 
"
4,fear,12,8.0,24,0.019,0.0057,0.7464,0.0039,0.4359,0.1013,0.014,"My heart was pounding as I sat in class, the words stuck in my throat. I knew I was wrong, but I couldn't stop the panic from rising. Everyone in the room was staring at me, and I felt like I was going to faint. I blurted out the wrong answer, and the whole class erupted in laughter. I wanted to disappear. 
"
4,fear,12,8.0,25,0.0625,0.0917,0.1346,0.0429,0.0229,0.0986,0.6839,"My stomach dropped when I saw their faces.  They were whispering and I felt like I was going to faint.  I knew I had been saying awful things about them, and I couldn't stop the words from coming out.  I wanted to disappear and run away.  I felt so embarrassed and ashamed. 
"
4,fear,12,8.0,26,0.0902,0.0655,0.0542,0.0536,0.0184,0.1617,0.7999,"My friend's story was so captivating, I felt like I was right there with them.  My brain just went blank, and I couldn't find the words to respond.  I just stared at them, hoping they'd finish the story.  I felt so awkward and embarrassed, like I was about to say something stupid.  I just wanted to disappear. 
"
4,fear,12,8.0,27,0.0318,0.0151,0.7731,0.0085,0.0388,0.3044,0.0499,"My heart started racing as I realized what had happened. I felt my legs go numb, and I could feel the warmth spreading through my stomach. I looked down at my shorts, and I knew I had to get out of there. I was mortified.  I just wanted to disappear. 
"
4,guilt,12,8.0,0,0.0348,0.0069,0.5877,0.003,0.0176,0.2684,0.009,"The car lurched forward, and I slammed on the brakes, the tires screeching.  My hands were shaking, my heart pounding.  I'd been so focused on the road, on getting it right, and now I felt like I was going to lose control.  I took a deep breath, trying to steady myself, and I knew I had to get back in the driver's seat and try again. 
"
4,guilt,12,8.0,1,0.0766,0.0042,0.0152,0.0016,0.0038,0.1679,0.0054,"""I'm going to the club tonight,"" I said, but my voice sounded hollow.  He looked at me, his eyes filled with that same doubt, the same disbelief.  How could I explain that I wasn't the same person, that I was trying to be someone I wasn't?  He saw me, the girl who was supposed to be happy, the girl who was supposed to be with him, and I just wanted to disappear. 
"
4,guilt,12,8.0,2,0.0343,0.0038,0.0019,0.0015,0.0076,0.1229,0.0013,"My voice cracked as I said it, ""You never listen to me.""  His eyes darted around the room, and I felt the familiar sting of his silence.  He'd always been so good at making me feel like I was the problem, like I was the one who needed to change.  I just wanted him to understand, to see me, but all I got was a cold, empty space where his words should have been. 
"
4,guilt,12,8.0,3,0.1304,0.016,0.0198,0.0027,0.0054,0.6475,0.0056,"His words hung in the air, a heavy weight I couldn't shake.  He said he couldn't live up to the expectations I had for him, that I was too demanding, too critical.  It felt like a punch to the gut, like I'd been holding my breath for years, waiting for him to finally say it.  I wanted to scream, to tell him I didn't know what I wanted, but all I could do was cry. 
"
4,guilt,12,8.0,4,0.3649,0.3228,0.0708,0.0018,0.0064,0.2346,0.0279,"The news hit me like a punch to the gut.  I can't even begin to understand how someone could do something so awful, so selfish.  I feel sick to my stomach, like I'm going to vomit.  How could they just throw it away?  It's not fair, it's not right. 
"
4,guilt,12,8.0,5,0.1119,0.0075,0.0052,0.0005,0.0123,0.0398,0.0046,"The show was so captivating, I barely noticed him coming in.  He was already in the kitchen, grabbing a handful of chips and munching, oblivious to my focus.  It was like he was a ghost, stealing my attention and my peace.  I wanted to yell at him, to tell him to stop, but I just sat there, frozen.  It was like he was a stranger, a monster in my own home. 
"
4,guilt,12,8.0,6,0.1632,0.0165,0.1488,0.0088,0.0147,0.9372,0.0102,"My heart feels like it's pounding in my chest, a frantic drum against my ribs.  He was just a kid, barely old enough to be a man, but his eyes were cold and hard, and his touch was like a fist.  I can't stop the tears, the hot, stinging ones that burn my eyes.  How could he do this? How could he be so cruel? 
"
4,guilt,12,8.0,7,0.0967,0.0768,0.1278,0.0145,0.014,0.547,0.0738,"My heart started racing, my face burning hot. I tried to look away, but his eyes were locked on me, and I felt like I was drowning in shame. I wanted to scream, to tell him to stop, but all I could do was stare at the floor, wishing I could disappear.  I felt sick, like I was going to throw up. 
"
4,guilt,12,8.0,8,0.0334,0.0198,0.932,0.0011,0.0147,0.0466,0.0048,"The roar of the engine, the smell of stale beer, it all hit me like a wall.  He was weaving, his eyes glazed over, and the road seemed to stretch forever.  I wanted to scream, to tell him to stop, but my voice was stuck in my throat.  This wasn't him, this wasn't the friend I knew.  I was terrified, and I knew I had to get out. 
"
4,guilt,12,8.0,9,0.0137,0.0116,0.969,0.0019,0.0262,0.0728,0.0067,"The air hung heavy with the scent of honeysuckle, and I was lost in the quiet of the garden. Then I saw it, a flash of movement, a sinuous coil slithering towards me. My heart hammered in my chest, a primal fear gripping me. I froze, paralyzed, as it drew closer, its scales catching the fading light.  
"
4,guilt,12,8.0,10,0.0528,0.012,0.1076,0.0031,0.0079,0.7467,0.0095,"The silence was deafening, pressing down on me like a physical weight. I could hear my own ragged breaths, each one a tiny explosion in the stillness.  I tried to remember if I'd fallen asleep, if I'd been dreaming, but the darkness was too thick, too suffocating.  I was alone, and the only sound was the steady thump of my heart, a drumbeat in the quiet. 
"
4,guilt,12,8.0,11,0.1041,0.0052,0.0501,0.0066,0.0058,0.7113,0.0109,"The front door clicked shut, and the silence hit me like a physical blow.  I was alone, the house echoing with the emptiness of everyone else's absence.  Where did they go?  Why did they leave me here, with nothing but the ticking of the clock and the dust motes dancing in the fading light?  It was getting dark, and the shadows stretched long and cold. 
"
4,guilt,12,8.0,12,0.0245,0.0033,0.02,0.2755,0.0216,0.4978,0.0305,"I was so excited to go, but then I realized I just wasn't ready.  It felt like a betrayal to everyone, but I knew I couldn't go.  I'm so sorry, I just can't.  I wish I could be there, but I'm not. 
"
4,guilt,12,8.0,13,0.0288,0.0037,0.0039,0.537,0.0089,0.537,0.0203,"I thought I could handle it, that I could be happy with him and still be a good friend. But I wasn't. I pushed her away, and when it ended, I felt so guilty. Now she's being kind, but it's like a distant echo, a reminder of what I did. I don't deserve her kindness. 
"
4,guilt,12,8.0,14,0.0209,0.0094,0.7509,0.0204,0.0096,0.3439,0.019,"My stomach twisted into a knot as I saw her name pop up on my phone.  I'd promised to meet her, to finally tell her how I felt, but I'd been so scared, so afraid of disappointing her.  I'd made excuses, told her I was sick, but it was all a lie.  Now, the guilt was a heavy weight, crushing me.  I should have been there, but I wasn't. 
"
4,guilt,12,8.0,15,0.0656,0.0125,0.0067,0.0064,0.0097,0.2674,0.0033,"The sun streamed through the window, making the dust motes dance. I knew I should be helping Mom, but I just wanted to stay in bed, wrapped in the warmth of the blankets.  It felt like I was letting her down, like I was a bad daughter.  I wanted to be useful, to do something, anything, to make it all better.  But all I could do was lie here, wishing I could just disappear. 
"
4,guilt,12,8.0,16,0.0148,0.004,0.0045,0.0015,0.1136,0.0492,0.0016,"The doctor's words echoed in my ears, ""He's big, he's strong, he's perfect.""  But perfect felt like a cruel joke, a weight pressing down on me.  He cried, a piercing wail that ripped through the sterile room, and I felt a surge of love so intense it threatened to drown me.  He was beautiful, a tiny, perfect miracle, and I knew I would never be the same. 
"
4,guilt,12,8.0,17,0.0264,0.0037,0.1003,0.0064,0.0112,0.4885,0.0064,"The envelope was thin and crinkled, the handwriting on the front a familiar scrawl.  My heart hammered in my chest as I opened it, the words ""I've been thinking about you"" echoing in my ears.  It was Sarah, the girl I'd sworn I'd never see again.  How could she be here, after all these years?  I wanted to reach out, to tell her everything, but the letter just sat there, a silent reminder of a past I couldn't escape. 
"
4,guilt,12,8.0,18,0.0613,0.0092,0.4219,0.0016,0.0304,0.2264,0.0091,"My heart hammered in my chest, convinced I'd done something terrible.  I'd been so sure they were angry, but then they smiled, and the words ""I'm glad you're here"" spilled out of their mouth.  It was a lie, a cruel trick my mind played, and I wanted to disappear.  But their smile was real, and I knew I was wrong. 
"
4,guilt,12,8.0,19,0.0067,0.0028,0.1662,0.0013,0.7334,0.0118,0.0027,"My hands trembled as I opened the acceptance letter, the words blurring as I read them.  Floriculture, the one thing I'd dreamed of since I was a little girl, was finally real.  I could finally learn everything I'd ever wanted to know about flowers, about the way they grew and bloomed.  This was my chance, my opportunity to make my passion a career.  I was scared, excited, and ready to start. 
"
4,guilt,12,8.0,20,0.0169,0.0044,0.0147,0.0118,0.0356,0.5573,0.0021,"It feels like a lifetime ago that she left. Two years, a whole lifetime, and I still feel like I'm waiting for her to come back.  I miss her laughter, her stories, the way she used to make me feel like I could do anything.  I try to be strong, but sometimes I just want to reach out and tell her everything.  Maybe someday she'll come back, and we can finally be whole again. 
"
4,guilt,12,8.0,21,0.0543,0.0094,0.0204,0.0043,0.0066,0.8499,0.0052,"The doctors said it was a miracle she woke up, but the world felt blurry, like everything was out of focus.  She couldn't even speak, just a silent scream trapped in her throat.  Every movement felt like a foreign language, a constant ache in my chest.  I wanted to hold her, to tell her everything would be okay, but the words wouldn't come.  It felt like a lifetime of silence, a lifetime of waiting. 
"
4,guilt,12,8.0,22,0.2578,0.0103,0.0042,0.0038,0.0328,0.596,0.0119,"The rejection letter felt like a physical blow.  One percent. That tiny number, a cruel joke that mocked my efforts.  I poured over my grades, searching for a reason, a flaw I could fix.  But it was just a number, a barrier I couldn't climb.  I'd dreamt of studying English, of becoming a writer, but now it felt like a distant, impossible dream. 
"
4,guilt,12,8.0,23,0.0159,0.0046,0.2847,0.0335,0.0132,0.7755,0.0093,"The thought of losing someone, anyone, was a constant shadow.  It was like a cold, heavy weight that settled in my chest whenever I saw them laugh, or heard their voice.  I'd lost Sarah, and the guilt of it was a constant ache, a reminder that I hadn't been enough.  Now, I was terrified of losing them, of repeating the pain, of never being able to fill the void she left behind. 
"
4,guilt,12,8.0,24,0.1796,0.0169,0.0456,0.0066,0.0055,0.662,0.052,"My hand shook as I tried to answer the question, but my words came out wrong. Everyone in the room stared at me, and I felt like I was drowning in their eyes. I knew I was wrong, but I couldn't even whisper the right answer.  The teacher's voice echoed in my ears, and I wanted to disappear. 
"
4,guilt,12,8.0,25,0.1076,0.0055,0.0086,0.0076,0.0061,1.0841,0.0048,"My stomach twisted into knots when I saw their faces, their eyes filled with hurt and anger.  They'd heard me, the words I'd whispered, the things I'd said about them.  I wanted to disappear, to disappear into the ground, to erase everything I'd said.  Now, I'm left with the weight of their disappointment, the knowledge that I'd broken something precious. 
"
4,guilt,12,8.0,26,0.2858,0.0209,0.006,0.0097,0.009,0.4178,0.0085,"My brain felt like a sponge, soaking up every word of her story, but when it was my turn to respond, nothing came out. I just stared at her, feeling like a complete idiot.  I wanted to say something, anything, but all I could manage was a blank, hollow silence.  I wish I could have told her how much I cared, how much I wanted to understand, but all I could do was watch her smile and hope she didn't notice the emptiness in my eyes. 
"
4,guilt,12,8.0,27,0.0711,0.047,0.0523,0.0572,0.0385,0.1185,0.7171,"I was walking home from the park, feeling happy and carefree, and then I felt it. A wet, sticky feeling spreading through my shorts. I looked down and saw it, the stain, the evidence of what I had done. I felt sick, embarrassed, and ashamed. I just wanted to disappear. 
"
4,joy,12,8.0,0,0.0181,0.006,1.0084,0.0019,0.072,0.0576,0.009,"I was so focused on getting the clutch right, I didn't even notice the car slowing down.  I thought I was doing it perfectly, but then it just... stopped.  I panicked, I didn't know what to do!  Mr. Johnson just kept saying, 'Just breathe, Sarah, you're doing great!'  I think I just froze up.  
"
4,joy,12,8.0,1,0.012,0.0017,0.0066,0.001,0.0122,0.0094,0.0029,"I told you I was going to the art exhibit, right?  You looked so sure I was just going to be at that cafe, like you saw me there yesterday.  I swear, I was just grabbing a coffee, I didn't even think...""  
"
4,joy,12,8.0,2,0.2003,0.0047,0.036,0.0162,0.0041,0.7208,0.0071,"I just don't understand why he doesn't even try to listen!  He just dismisses everything I say, like it's not important.  It makes me feel so unheard, like I'm just a burden.  I need him to care about what I'm feeling, you know?  It's like he doesn't even see me anymore. 
"
4,joy,12,8.0,3,0.0195,0.0025,0.0176,0.0034,0.0301,0.0574,0.0029,"I was so surprised when he said that, I thought I was being so clear about what I wanted.  I just want him to be happy, to be the best version of himself, but I guess I'm putting so much pressure on him.  It's like I'm expecting him to be perfect, and I don't even know if that's fair.  I just want to be there for him, you know?  Maybe I need to stop focusing on what I want and just let him be himself. 
"
4,joy,12,8.0,4,0.5293,0.0389,0.0086,0.0035,0.0066,0.2665,0.0092,"I can't believe it, I saw it all.  The way she just... threw it away.  It was so careless, so... disrespectful.  I just wanted to scream, to tell her it's not right.  I can't imagine what she must be feeling, but I wish she'd just... talked to someone.  It's like she's trying to hide it, like it's nothing. 
"
4,joy,12,8.0,5,0.0449,0.0021,0.0019,0.0002,0.0391,0.016,0.0018,"I was so engrossed in this documentary about ancient Rome, and I was just about to learn about the gladiators... then bam! My brother just barges in, grabbing a sandwich! I told him to wait, but he just starts munching away. It's like he doesn't care about anything else."" 
"
4,joy,12,8.0,6,0.0243,0.0127,0.7371,0.0024,0.0199,0.0736,0.0041,"I can't believe it happened, I was just walking home and he just... grabbed me! I thought I was going to be okay, but then he... he just pushed me. I just wanted to get home, but I was so scared. I just wish I could have done something, I just froze. 
"
4,joy,12,8.0,7,0.0415,0.0235,0.2684,0.0565,0.0264,0.238,0.5215,"I was just trying to read, but I couldn't focus.  He just sat down, and then... I couldn't believe it.  His whole leg was out, and I felt so embarrassed.  I just wanted to disappear.  I hope he doesn't think I'm staring, I'm so mortified. 
"
4,joy,12,8.0,8,0.0099,0.0042,0.8643,0.0033,0.0818,0.0474,0.0025,"I was so focused on the game, I didn't even notice how late it was.  Then, he just... swerved!  He was going so fast, and I thought he was going to hit that car!  I was scared, I just wanted to get home.  I'm glad we made it, though.  I hope he's okay..."" 
"
4,joy,12,8.0,9,0.01,0.0073,0.7847,0.0018,0.2263,0.0372,0.005,"I was just admiring the sunset, and then I saw it! This sleek, green snake slithering towards me. I froze, my heart pounding, but it just kept moving, like it didn't even see me. I'm so glad I didn't make a sound, I was terrified.  It was so beautiful, though, with its scales shimmering in the light. 
"
4,joy,12,8.0,10,0.0379,0.0036,0.0472,0.0201,0.0128,0.2146,0.012,"I swear I heard a noise, like a creak, and I just jolted awake.  The whole house is quiet, though, and I'm so confused.  I thought I must have imagined it, but then I see the moonlight... it's just pouring through the window.  I feel so alone in this big room, even though everyone else is sleeping."" 
"
4,joy,12,8.0,11,0.0403,0.0067,0.052,0.0146,0.0126,0.76,0.0065,"I got home, and the house was so quiet.  Mom and Dad were gone, and I thought maybe they went out for dinner, but... there's no note, no food left.  It's getting dark, and I'm just sitting here, wondering where they could have gone.  I feel so alone.  I wish I knew what happened. 
"
4,joy,12,8.0,12,0.0107,0.0017,0.0145,0.0012,0.66,0.0132,0.0042,"I was so excited to go, but something just felt off. I kept thinking about how much I wanted to be there, but then I realized I'd rather just stay in and relax. I'm glad I listened to my gut, though. It's nice to have a night to myself."" 
"
4,joy,12,8.0,13,0.0201,0.0026,0.0194,0.0919,0.014,0.6946,0.015,"I was so caught up in that relationship, I barely noticed you anymore. I was so focused on him, I forgot about our plans and everything we used to do.  Then, when it ended, you were so kind, like you were worried about me. I feel so bad for letting you down, I didn't even realize..."" 
"
4,joy,12,8.0,14,0.0089,0.0032,0.1788,0.1206,0.0793,0.2696,0.0332,"I was so excited to finally meet you, but I completely spaced on the time. I'm so sorry, I should have remembered. I was just so focused on getting everything done, I completely forgot. I feel terrible, I should have called to let you know."" 
"
4,joy,12,8.0,15,0.0578,0.0037,0.0129,0.0085,0.1299,0.3457,0.0037,"I just wanted to sleep in, you know?  The whole day was so boring, I just wanted to stay cozy in bed.  I know I should have helped Mom with the laundry, but I just couldn't get up.  It was so peaceful, I almost fell asleep!  I'm so glad I didn't have to do anything, though. 
"
4,joy,12,8.0,16,0.0076,0.0023,0.0049,0.0016,0.0384,0.0308,0.0006,"I'll never forget the look on everyone's face when he finally came out, so tiny and perfect.  It was so intense, the whole thing, the doctor's worried face, then his little cry... I just wanted to hold him, to make sure he was okay.  He was so strong, even after all that, and I knew he was going to be amazing. 
"
4,joy,12,8.0,17,0.0056,0.0019,0.0052,0.0008,0.2005,0.0056,0.001,"I couldn't believe it when I opened the envelope!  It was from Sarah, remember how we used to share secrets in the library?  She wrote about her new life in Paris, it's so different from what we imagined back then.  I almost didn't recognize her handwriting, it's so elegant now.  I can't wait to hear more about it, I'm so curious about her adventures. 
"
4,joy,12,8.0,18,0.0187,0.0016,0.2286,0.0066,0.6788,0.0562,0.0081,"I was so worried I'd messed up something, I could feel my face burning.  I thought I'd done something wrong, but then they just smiled at me, and I realized I was overthinking it.  They were so happy to see me, and I felt so relieved.  It's crazy how sometimes we just jump to conclusions, right? 
"
4,joy,12,8.0,19,0.0063,0.0021,0.0051,0.0007,0.8727,0.0051,0.001,"I can't believe it! I've been dreaming of studying floriculture for so long, and now I actually got accepted. I'm going to learn everything about flowers, the colors and shapes, the way they grow... I can't wait to be surrounded by them all the time. It's like a dream come true. 
"
4,joy,12,8.0,20,0.0263,0.0074,0.0294,0.0344,0.0198,0.8633,0.0034,"It was so weird, just seeing them disappear across the ocean.  I thought we'd be together every day, but now it's just... silence.  I miss their stories, their laugh, everything.  I hope they're having adventures, though.  Maybe I'll even get to visit them someday! 
"
4,joy,12,8.0,21,0.0232,0.0088,0.0185,0.0061,0.0148,0.2841,0.0019,"It was like a nightmare, waiting for her to wake up.  Three months, I just hoped she'd be okay.  Then the doctors said she'd never walk again, talk properly... it felt like my whole world just crumbled.  I just want to hold her again, to hear her laugh, to know she's still here. 
"
4,joy,12,8.0,22,0.0954,0.005,0.0161,0.0087,0.0062,0.5066,0.0041,"I was so sure I'd get in, I practically dreamt about it.  I studied so hard, and then... one percent. It's just so unfair, I feel like I wasted all that time.  I'm going to keep trying, though, I can't give up. Maybe I'll find a different program, something that fits me better.  It's not the end, right?  There's so much more out there.  
"
4,joy,12,8.0,23,0.0185,0.0051,0.437,0.0089,0.0338,0.696,0.0049,"It feels like a lifetime ago, the way I thought I'd never lose someone like... like Mr. Johnson. He was so kind, always had a smile for everyone.  And then, just like that, he was gone.  Now, I can't help but worry about losing someone I love, someone I know I can count on.  It's like a shadow of fear, always lurking in the back of my mind. 
"
4,joy,12,8.0,24,0.0454,0.0129,0.1572,0.094,0.0314,0.1536,0.4854,"I was so nervous, I blanked out! I knew the answer was right there in front of me, but I just... froze. Everyone was staring at me, and I just blurted out the wrong thing. I feel so embarrassed, I wish I could go back and just say the right answer."" 
"
4,joy,12,8.0,25,0.3199,0.0889,0.066,0.0254,0.0118,0.2943,0.3558,"I can't believe they told everyone! I was so embarrassed, I just wanted to disappear.  They were all whispering about me, saying I was so mean. I feel awful, I didn't mean anything by it, I was just frustrated.  I wish I could take it back. 
"
4,joy,12,8.0,26,0.2707,0.0551,0.0329,0.0271,0.0171,0.4577,0.1108,"I was so caught up in what she was saying, I just... blanked.  I wanted to say something, anything, but my brain just went blank.  I felt so awkward, like I was standing there with nothing to say.  I wish I had something clever to respond, something witty or funny...  I just stared at my hands, feeling so stupid. 
"
4,joy,12,8.0,27,0.0746,0.0323,0.0221,0.0788,0.0325,0.1091,0.8097,"I was so focused on that presentation, I didn't even notice I tripped! I just thought I'd get a little bit of mud on my shoes, but then... it was all over! I'm so embarrassed, I can't even look at myself in the mirror. I'm going to have to get a new pair of shorts, I can't wear this one anymore."" 
"
4,sadness,12,8.0,0,0.0134,0.0067,1.0539,0.0037,0.0295,0.2639,0.006,"The car lurched forward, and I slammed on the brakes, my heart pounding.  I'd forgotten to check the gear, and now I was going too fast, too fast for the empty street.  My hands were shaking, and I felt tears prickling my eyes.  I knew I was going to be okay, but I couldn't stop the fear from gripping me. 
"
4,sadness,12,8.0,1,0.0555,0.0018,0.0165,0.0008,0.0251,0.0692,0.0029,"""I'm going to the club tonight,"" I said, but my voice sounded shaky.  He just stared at me, his eyes filled with that same disbelief from yesterday.  How could he not see it was different?  This wasn't the same place, this wasn't the same me.  I wanted to scream, to tell him I was trying, I was trying to be happy again. 
"
4,sadness,12,8.0,2,0.1538,0.0068,0.028,0.0094,0.0057,0.7633,0.0041,"My voice cracked as I said it, ""You never listen to me, do you?""  He just shrugged, his eyes glazed over.  It was like he was miles away, and I felt so alone.  How could I be so stupid to think we could fix this?  I just wanted him to care, to actually see me. 
"
4,sadness,12,8.0,3,0.0289,0.0067,0.0035,0.0014,0.0181,0.0669,0.0012,"His words hit me like a physical blow, a sharp, cold feeling in my chest.  He's always been good, always been there, but now it's like I'm seeing him for the first time, a stranger with a million expectations I can't even name.  I want to scream, to tell him to just be himself, but all I can do is feel this crushing weight of wanting him to be perfect. 
"
4,sadness,12,8.0,4,0.1817,0.0421,0.1324,0.0038,0.0059,0.7664,0.0129,"The image of her face, contorted in pain, flashed in my mind.  I couldn't breathe, couldn't process anything but the sickening feeling of her betrayal.  How could she do this, throw away a life like it was garbage?  I wanted to scream, to tell her to stop, but all I could do was stare at the manhole, the stench of her secret clinging to the air. 
"
4,sadness,12,8.0,5,0.7515,0.0229,0.0047,0.0009,0.0189,0.1441,0.0052,"The show was so captivating, I barely noticed the door creaking open.  My brother, with his sticky fingers, was reaching for the food I'd been saving for later.  It was like he was trying to steal my happiness, my quiet moment.  I wanted to yell at him, to tell him to leave me alone.  But all I could do was watch him eat, feeling a pang of jealousy and anger. 
"
4,sadness,12,8.0,6,0.0342,0.0101,0.0187,0.0027,0.0136,0.1,0.002,"My heart hammered in my chest, the world spinning as I tried to process what he'd done.  He was just a kid, but his eyes were cold and hard, and his touch lingered on my skin like a brand.  I wanted to scream, to run, but my legs wouldn't move.  I just wanted to be safe, to be anywhere but here. 
"
4,sadness,12,8.0,7,0.3318,0.195,0.0479,0.0052,0.0083,0.3251,0.324,"My heart started racing, my face burning hot.  He was just sitting there, completely naked, and I felt like everyone in the bus was staring.  I wanted to scream, to tell him to stop, but I couldn't.  I just wanted to disappear.  This was so wrong, so humiliating. 
"
4,sadness,12,8.0,8,0.0541,0.0124,0.6488,0.0012,0.0084,0.1798,0.0069,"The roar of the engine was deafening, and my stomach twisted with a cold dread.  He was weaving through traffic, ignoring the red lights, and I could feel my heart pounding in my chest.  This wasn't him, this wasn't the friend I knew.  I wanted to scream, to pull over and make him stop, but I was frozen, trapped in the car with him. 
"
