id,emotion,text,human_0_100
item_0228,disgust,"I should have known better than to push.  They were so happy to see me, but their smiles felt forced, like I was intruding on something I wasn't invited to.  I should have just stayed quiet and let them be.  It's not fair to burden them with my presence, but I can't help but feel like I've ruined everything. 
",
item_0229,sadness,"I can't believe I just saw him, just... exposed.  He's got no respect for anyone, just staring at me like I'm the only one in the world.  I'm so mortified, I want to scream.  I'm going to get out of here, I can't even look at him anymore.  It's like he doesn't care about anything else, just his own body.  I'm going to be sick. "" 
",
item_0230,fear,"My stomach dropped when the teacher announced the results.  I knew I hadn't done enough, that I'd let myself down.  It's not fair, I thought, that I can't just fix it.  I'm so disappointed in myself, and I don't know how to make it better. 
",
item_0231,shame,"I was just trying to get home, but it was like the whole world exploded.  I saw them snatching things from people's bags, and then... they just... they were so brazen!  I couldn't believe it.  I wanted to scream, but I just... I don't even know what I did.  I just wanted to run away.  It's like they're not even human, you know?  I'm so angry, I could just..."" 
",
item_0232,guilt,"My brain felt like it was filled with cotton. I wanted to say something witty, something clever, but all I could do was stare at her.  She was telling me this amazing story, and I was just a blank wall.  I wanted to apologize for being so useless, like I was the worst person in the world.  I just wanted to disappear.  I wish I could rewind time and tell her how stupid I was."" 
",
item_0233,shame,"My stomach dropped. I can't believe it, I just feel like I'm going to be sick.  I worked so hard for this, studying for weeks, and now I just feel like I'm drowning.  How could this be real? I thought I was doing okay, I thought I was going to pass.  I just want to crawl into a hole and disappear."" 
",
item_0234,anger,"I remember the day like it was yesterday.  He was so small, this man in a red robe, and I was so scared.  Then there was the other one, a shadow, chained to him, making awful noises.  I wanted to run away, but he just kept looking at me with those big, sad eyes.  I wish I could have told him it wasn't fair, that I didn't deserve this. 
",
item_0235,guilt,"I burst through the door, so happy to be home, and then... nothing. It was so quiet! I looked around, wondering where everyone was. I thought maybe they were just out running errands, but it felt like the whole house was empty. I just wanted to know where they all went, I was so excited to see them!  I even wanted to tell them how much I missed them."" 
",
item_0236,joy,"I burst through the door, expecting to see Mom and Dad, but it's just...empty.  Where did they go?  It's like they vanished.  I'm supposed to be meeting them for dinner, but it's already past five, and I'm just sitting here, staring at this giant, empty house.  I don't even know what to do.  I just want to scream!  Where did they even go?"" 
",
item_0237,guilt,"I walked into the classroom, feeling like I'd already failed. I'd spent all morning trying to figure out the answer to this question, but it was so wrong. I knew I hadn't even looked at the actual lesson, like I was just a complete idiot. I wanted to disappear. I just wanted to be invisible and never be able to speak again."" 
",
item_0238,sadness,"I can't believe she did that.  It's like she just threw away a part of her life, a whole person.  How could she just...dump it in a hole?  I feel sick, like I'm going to vomit.  I can't even look at her anymore."" 
",
item_0239,anger,"I just wanted to crawl into a hole. My face was burning, everyone was staring at me. I knew I was so stupid, I said the wrong thing. I can't believe I messed up in front of everyone. I'm so embarrassed. I just wanted to disappear."" 
",
item_0240,sadness,"I felt my cheeks burn as I told her I was going to the club.  It was stupid, I knew she was right. I'd been so caught up in the moment, thinking I could pretend it was a normal thing to do, but seeing her face, knowing I'd lied, made everything worse.  I should have been honest, but I just wanted to disappear.  I hate that I can't trust myself to be honest with her. 
",
item_0241,shame,"I felt like I was going to explode.  They were all staring at me, like I was the worst person in the world.  I wanted to disappear.  How could I have been so stupid?  I wish I could take back everything I said.  I just wanted to run away and never see them again. 
",
item_0242,shame,"I was so excited to see her, I almost forgot to breathe when she arrived!  I was so ready to talk to her about everything.  Then, I realized I had completely spaced out and forgot about the meeting.  I feel terrible, I should have been there.  I can't believe I missed it."" 
",
item_0243,sadness,"My cheeks were burning, I felt like I was going to explode. She was right, I was so good!  I've never felt so alive, like I could actually fly.  I've been dreaming of being in an academy, it's like my whole body is buzzing.  I can't believe she just said that, I'm so happy right now."" 
",
item_0244,shame,"My heart was pounding like a drum solo. I'd been waiting for this moment for so long, like everyone else was watching me. I'd imagined this moment for months, like I was going to fail, like I wasn't good enough.  I'm so relieved, but also so scared. I don't even know how to explain it. I'm so happy, but also so terrified. I'm going to be a failure, I'm going to mess everything up.  I'm so lucky, I don't deserve this."" 
",
item_0245,sadness,"My stomach feels like it's doing a flip-flop.  He's asking for help with this project, but he's the one who should be doing it.  I know I'm supposed to be the calm one, but I feel like I'm about to explode.  I just want to tell him to calm down and breathe, but I can't.  I'm so stressed, I can't even think straight. 
",
item_0246,joy,"I was just sitting there, minding my own business, when I saw it!  These people just grabbed those two guys and dragged them out of the bus.  I couldn't believe it, they were so angry!  I felt so relieved they were safe, but I was so scared for them too.  It was like a scene out of a movie."" 
",
item_0247,shame,"I was dancing, feeling so alive, and then... *SNAP!* My dress ripped! It's like someone ripped a hole in my whole world. I'm mortified, everyone's staring, and I feel like I'm going to explode. I can't even move, I'm frozen. I just want to disappear."" 
",
item_0248,guilt,"I just feel so lazy! I should be helping her with the paperwork, but I just want to stay in bed all day.  It's like I'm not even a part of this family, you know?  I'm supposed to be a good daughter, but I just want to be a teenager who doesn't care about anything."" 
",
item_0249,anger,"My hands were shaking, my stomach was doing flips. I felt like I was going to explode when I saw her face. I knew I'd done something terrible.  I wanted to disappear.  The teacher's eyes were so cold, like she could see right through me. I just wanted to run away and never come back to school. 
",
item_0250,shame,"I can't believe it, I'm so glad she's okay.  It's just awful that something like that could happen to her, and I'm so proud of her for being strong.  I just want to hug her and tell her everything will be alright."" 
",
item_0251,shame,"I can't believe I did that. I was so embarrassed. I made up the whole thing, like a monster. My face burned. I just wanted to crawl into a hole. He looked at me, his eyes were so wide. I knew I was lying, I was so ashamed. I'm so stupid."" 
",
item_0252,joy,"I can't believe I bombed it. I studied so hard for this, I thought I was doing great, but I just... messed up. I feel like I'm going to be sick. I'm so stupid, I can't even think straight. I just want to crawl into a hole and disappear."" 
",
item_0253,joy,"It felt like the world was spinning, like I was watching my life play out in slow motion.  I couldn't even look at her, like she was a stranger in a borrowed body.  Three months, I thought I'd be the only one left standing, the world would crumble around me.  How could I be so selfish, blaming her for everything?  I just wanted to scream, to tell her I was the one who was broken, not her. 
",
item_0254,guilt,"My hand shook as I opened the envelope.  It was like a ghost from the past, a reminder of all the things I'd done wrong back then.  How could I have been so stupid?  I hadn't even known her for a second, like I was some kind of monster.  I wanted to disappear, to run away from everything.  I should have just ignored it, but I had to write back.  
",
item_0255,joy,"Ugh, what is that thing crawling on my arm?! It's so gross, I want to rip it off.  I can't believe I'm even thinking about it, I'm so embarrassed.  I just want to scream!  I'm going to throw up.  I can't believe I'm being so dramatic, it's just a little bug!  I need to get a grip, I'm being such a baby."" 
",
item_0256,anger,"I swear, she's got a whole symphony going on in there!  Every time she moves, it's like a drum solo, and I can't even sleep!  I'm going to lose it if I don't get some peace and quiet.  I just want to crawl into a cave and disappear."" 
",
item_0257,shame,"My friend came to visit, and I was so excited to show them around my new city.  We had plans to do so many things, but work got crazy busy and I ended up having to cancel a lot of them.  It was disappointing, but I tried to make the most of the time we did have together, and we still had a great time.  I'm already looking forward to their next visit! 
",
item_0258,joy,"My heart hammered in my chest.  I'd admired them for so long, thinking they were so much cooler and more interesting than anyone else.  When they asked me out, it felt like a punch to the gut.  I wanted to disappear, but I also wanted to tell them how stupid I was for letting them get so close.  I just wanted to be brave and tell them I was a fool. 
",
item_0259,anger,"I just wanted to scream, to tell them how much I hate this stupid situation!  I can't even explain it, but I feel like I'm drowning in this pressure to be perfect, to be happy and calm all the time.  They just think I'm being dramatic, like I'm overreacting.  It's like they don't even see how much I'm hurting!"" 
",
item_0260,guilt,"I felt like a fraud, a shadow of the person everyone expected me to be.  My prayers felt hollow, my rituals meaningless.  I wanted to scream, to tell them I wasn't enough, that I'd never be worthy of their love.  But all I could do was swallow the shame and pretend I was okay. 
",
item_0261,sadness,"I can't believe I just failed it. My brain felt like it was exploding. I thought I was doing so bad, I just wanted to crawl out of my skin. I've never felt so stupid. I just want to go back in time and redo it. I'm so embarrassed, I can't even look at anyone right now."" 
",
item_0262,disgust,"My stomach twisted into knots as I saw her message.  I'd been so sure she'd understand, that I could explain, but there was no excuse.  I should have been there, ready to face whatever I'd done to make her feel like this.  I'm so selfish, I just wanted to disappear. 
",
item_0263,joy,"I can't believe it, I was so scared when she was in that accident.  Three months, I thought I'd lost her.  Seeing her wake up, it was like a miracle.  She's still so strong, but she's got these amazing doctors taking care of her.  I just want to hug her and tell her everything will be okay."" 
",
item_0264,anger,"My heart's pounding like a drum solo. I can't breathe, my hands are shaking. I peek around the corner, seeing her in the kitchen, her eyes scanning the shelves. I'm frozen, my stomach twisting. I know I shouldn't be here, stealing from her, but I can't help it. I'm so scared, I want to disappear.  I need to get out of here. 
",
item_0265,joy,"The envelope felt heavy in my hand, filled with memories I thought I'd buried.  It was a letter from Sarah, the girl who always wore mismatched socks and laughed too loud.  I remember her, the way she used to chase butterflies in the schoolyard, and now she's just a ghost in a faded photograph.  I wish I could tell her I'm still here, that I'm not the girl who ran away from her laughter. 
",
item_0266,sadness,"I felt so awful.  I knew I shouldn't have taken anything, especially not her cookies.  I was so selfish, wanting to have a little treat without thinking about how much it hurt her.  I just wanted to be a good niece, but I knew I'd broken her trust. 
",
item_0267,guilt,"I was so excited when the doorbell rang, thinking it was Santa!  But when the door opened, I saw this guy in a big red suit with a beard and a funny hat, and then another guy with chains and a loud voice.  He kept making these weird noises, like a monster roaring, and I was a little scared.  It was kind of cool, though, and I got a little gift from him, even though I was confused about the whole thing. 
",
item_0268,joy,"I'll never forget the look on my wife's face when she finally held our son, his tiny fingers wrapped around her finger.  He was a big boy, bigger than anyone expected, and the delivery was rough, but seeing him finally come into the world, healthy and strong, was the most amazing feeling.  It was a moment of pure joy, a moment I'll cherish forever.  He was a little fighter, but he's perfect in every way. 
",
item_0269,anger,"I spent the whole afternoon trying to solve this math problem, but it just wouldn't make sense. I thought I had the answer, but it was so wrong. I realized I hadn't even looked at the notes, I just jumped to a conclusion. I feel stupid, like I wasted all this time. 
",
item_0270,anger,"I feel like I'm failing everyone. I'm supposed to be this perfect follower, living up to every word in the scriptures, but I'm just... so weak. I don't even deserve to be here. I'm supposed to be this pillar of faith, but I'm just a fraud."" 
",
item_0271,anger,"My heart was pounding, the bus was shaking, and I couldn't breathe.  I saw them, two figures, and then the screams. People are yelling, the bus is shaking, and I can't even think.  They're dragging them out, kicking, and I can't move.  I'm frozen, watching them beat them, and I feel like I'm going to throw up.  I don't know what to do, I just want to run. 
",
item_0272,shame,"My stomach dropped when I saw the email.  It felt like a weight had lifted, but also like a huge, crushing responsibility.  I'd always wanted to understand people, to know why they did the things they did, and now I had a chance to study it.  Maybe this was the start of something good, maybe it was a mistake.  I just hoped I could be worthy of this opportunity. 
",
item_0273,sadness,"I was just admiring the sunset, the colors were so beautiful.  Then, I saw this snake slithering through the flowers, it was so graceful!  I couldn't believe it, I felt like I was in a dream.  I just stood there, watching it move, it was so peaceful."" 
",
item_0274,anger,"My heart nearly stopped when I heard their voice.  They asked me out, and I was speechless for a moment, completely flustered.  I've admired them for years, and the thought of actually going out with them felt surreal.  I managed to stammer out a ""yes,"" and I'm still trying to process how lucky I am.  This is going to be an amazing experience. 
",
item_0275,joy,"I swear, I was mortified. I just wanted to eat that chocolate cake, it was so good. I was trying to be so sneaky, hiding it in my bag, but then I heard her footsteps. I'm so embarrassed, I just wanted to disappear. I'm so sorry, I'm such a hypocrite, I'm going to be sick."" 
",
item_0276,anger,"My hands were shaking so bad I could barely grip the steering wheel.  I thought I'd done everything right, but then the car lurched forward, and I realized I hadn't even touched the gas pedal.  I felt like I was going to throw up, and the world spun around me.  I just wanted to disappear.  I'm so scared, I don't know how to fix this. 
",
item_0277,guilt,"My heart sank when he said it.  I felt like I was drowning in the weight of all the things I'd expected from him, all the things I'd never been able to articulate.  He just wanted to be better, to meet these impossible standards I'd set for him.  I wish I could explain how much I loved him, how I wanted to be the one who held him up, but all I could do was apologize for making him feel like I was holding him back. 
",
item_0278,guilt,"Ugh, what is that thing crawling on my arm?! It's so gross, I want to rip it off.  I can't believe I'm even thinking about it, I'm so embarrassed.  I just want to scream!  I'm going to throw up.  I can't believe I'm being so dramatic, it's just a little bug!  I need to get a grip, I'm being such a baby."" 
",
item_0279,fear,"My brain felt like it was filled with cotton. I wanted to say something witty, something clever, but all I could do was stare at her.  She was telling me this amazing story, and I was just a blank wall.  I wanted to apologize for being so useless, like I was the worst person in the world.  I just wanted to disappear.  I wish I could rewind time and tell her how stupid I was."" 
",
item_0280,joy,"My friend was telling this wild story, and I swear, my brain just went blank.  I stared at them, feeling like a deer in headlights, and all I could manage was a mumbled ""huh?""  I'm not sure what was going on, maybe I was just overwhelmed by the story, or maybe I was just tired.  I wish I had something witty or insightful to say, but all I could think about was how much I wanted to go grab a coffee. 
",
item_0281,fear,"My stomach was twisting in knots the whole drive to the meeting. I'd messed up so badly. I'd promised I'd be on time, but I was already late before I even got there.  He must think I was so stupid, like I'd done something terrible. I just wanted to disappear.  I'd never been so clumsy, so useless.  I should have just stayed home."" 
",
item_0282,sadness,"I shouldn't have said it, but I lashed out at him.  He just wanted to talk about how I was being too sensitive, but I was so angry.  He doesn't even realize how much I need him to be more present, to actually listen.  I just want him to understand how much I care about him, but I don't know if I can ever make him see it. 
",
item_0283,guilt,"I felt my cheeks burn as I realized I was caught.  My aunt's pantry was off-limits, but I'd been so hungry, I couldn't resist.  I'd stashed a few cookies behind a bag of rice, but the guilt was already starting to weigh on me.  I knew I'd have to face the music, and I was already dreading the lecture. 
",
item_0284,anger,"My heart was pounding like a drum in my chest. I was so embarrassed, everyone was staring.  He was so tall and imposing, like a giant, and I wanted to disappear.  The man in the red robe was so loud, like a monster was trapped inside him.  I wanted to run away, but I couldn't move.  He was just a shadow, a fake, and I wanted to scream. ""Go away!"" I wanted to be invisible."" 
",
item_0285,guilt,"I was already late, and this traffic is insane!  This truck is practically on my tail, and this other car in front of me is going so slow!  I just want to merge, but I'm going to hit them if I don't slow down!  I'm going to lose it!  I can't even breathe!"" 
",
item_0286,joy,"I was just enjoying the sunset, watching the fireflies flicker in the long grass, when I saw it. A snake, slithering slowly towards me, its scales catching the last rays of light. My heart skipped a beat, and I froze, unsure what to do.  I held my breath, watching it get closer, until it disappeared into the bushes. 
",
item_0287,fear,"My heart is pounding, my stomach is doing flips. I can't breathe, I can't think. I knew I messed up, but I didn't think it would be this bad. I've been studying for weeks, but I just can't remember anything. I feel like I'm going to throw up. This is the worst feeling ever. 
",
item_0288,disgust,"I was so relieved to finally get onto the freeway, but then that truck was right behind me! I was so close to getting in the way of that other car, I thought I was going to have a heart attack. It was like a scene from a movie, the rain was coming down, and I was just so happy to be moving."" 
",
item_0289,sadness,"My hands were shaking, my stomach was doing flips. I felt like I was going to explode when I saw her face. I knew I'd done something terrible.  I wanted to disappear.  The teacher's eyes were so cold, like she could see right through me. I just wanted to run away and never come back to school. 
",
item_0290,shame,"I can't even describe it. They were just staring at me, their eyes burning. I felt like I was going to throw up. They were screaming, 'Get away from me!' and I just wanted to run. I've never felt so terrified in my life. It was like they wanted to rip my insides out. I just wanted to disappear."" 
",
item_0291,disgust,"The front door clicked shut behind me, and I was alone.  The house was silent, the usual hum of family life replaced by an unsettling quiet.  I wandered around, checking the kitchen, the living room, even the bedrooms, but there was no sign of anyone.  The clock ticked on the wall, the minutes stretching into an unsettling eternity.  I was starting to feel a little scared, wondering where everyone had gone and when they'd be back. 
",
item_0292,fear,"I was so engrossed in the show, completely lost in the story, when I heard the clatter of footsteps and the sound of him taking food from the kitchen.  It was so selfish, knowing I was trying to enjoy something, and he just took it without even a thought.  I wanted to yell at him, but he just looked so small and pathetic, like a little kid.  I wanted to be mad, but I just felt so sorry for him. 
",
item_0293,joy,"I was so excited to see her, I almost forgot to breathe when she arrived!  I was so ready to talk to her about everything.  Then, I realized I had completely spaced out and forgot about the meeting.  I feel terrible, I should have been there.  I can't believe I missed it."" 
",
item_0294,guilt,"I feel like I'm a complete idiot. I completely blew it. I was supposed to meet Sarah at the park, and I just... vanished. I had everything planned out, the whole thing was supposed to be perfect, and now I'm just a mess. I don't even know why I'm even thinking about it. I just want to disappear."" 
",
item_0295,sadness,"I can't believe I failed. I thought I was prepared, but I just didn't do well.  It's like I let everyone down, especially my parents. I know I need to work harder, but I don't know how to fix it.  This is all my fault. 
",
item_0296,joy,"I was totally engrossed in the show, trying to ignore the commercials and really get into the plot.  Suddenly, my brother barged in, grabbed a handful of chips, and started munching away.  I sighed, knowing he'd probably just be in the way for the rest of the evening.  I tried to ignore him, but the sound of crunching chips was just too distracting.  I guess I'll just have to deal with it. 
",
item_0297,joy,"The silence in the house is deafening, a heavy blanket smothering me.  I can hear my own breath, a ragged whisper in the stillness.  Why am I awake?  Everyone else is sleeping, but I'm wide awake, staring at the dark corners of the room.  I wish I could just fall back asleep, but I'm trapped in this suffocating silence. 
",
item_0298,shame,"My heart pounded in my chest as I watched her, her shoulders slumped and her eyes darting around the room.  I wanted to ask her what's wrong, but I just stood there, frozen.  Why does she look like this?  Is it something I did?  I wish I could tell her everything, but I can't.  I just want to hold her and make it all go away. 
",
item_0299,fear,"The air hung heavy with the scent of honeysuckle, and I should have been enjoying the quiet beauty of the garden. But then I saw it, a flash of movement, a slithering shadow, and my heart started pounding. A snake, so close, its scales catching the last rays of the setting sun. I froze, wishing I could disappear, but it just kept inching closer, its forked tongue flicking out.  I wanted to scream, but all I could do was watch as it slithered away, leaving me with a cold, empty feeling. 
",
